Kaynak_Dosya,Hedef_Lig,Takim_TM,Oyuncu_TM,Oyuncu_ID,İsim_Sealed,Takim_Adi_Sealed,PD_Once,PD_Sonra,Not
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SWANSEA CITY,Žan Vipotnik,1000160.0,Žan Vipotnik,Swansea City,15000000.0,15000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SWANSEA CITY,Adam Idah,879850.0,Adam Idah,Swansea City,5500000.0,5500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Anthony Patterson,958718.0,Anthony Patterson,Millwall,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Max Crocombe,197904.0,Max Crocombe,Millwall,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Tristan Crama,1018087.0,Tristan Crama,Millwall,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Caleb Taylor,1066311.0,Caleb Taylor,Millwall,3500000.0,3500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Jake Cooper,358220.0,Jake Cooper,Millwall,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Zak Sturge,1092974.0,Zak Sturge,Millwall,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Joe Bryan,205028.0,Joe Bryan,Millwall,550000.0,550000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Danny McNamara,995670.0,Danny McNamara,Millwall,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Ryan Leonard,111398.0,Ryan Leonard,Millwall,250000.0,250000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Billy Mitchell,982254.0,Billy Mitchell,Millwall,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Casper De Norre,823654.0,Casper De Norre,Millwall,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Will Smallbone,970435.0,Will Smallbone,Millwall,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Luke Cundle,988966.0,Luke Cundle,Millwall,3200000.0,3200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Derek Mazou-Sacko,1798845.0,Derek Mazou-Sacko,Millwall,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Daniel Kelly,1149244.0,Daniel Kelly,Millwall,700000.0,700000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Massimo Luongo,204300.0,Massimo Luongo,Millwall,350000.0,350000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Barry Bannan,45682.0,Barry Bannan,Millwall,200000.0,200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Femi Azeez,1007093.0,Femi Azeez,Millwall,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Alfie Doughty,945792.0,Alfie Doughty,Millwall,5500000.0,5500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Tom Watson,1167066.0,Tom Watson,Millwall,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Thierno Ballo,865550.0,Thierno Ballo,Millwall,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Zak Lovelace,1170314.0,Zak Lovelace,Millwall,500000.0,500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Camiel Neghli,1089021.0,Camiel Neghli,Millwall,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Ra'ees Bangura-Williams,2023412.0,Raees Bangura-Williams,Millwall,400000.0,400000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Mihailo Ivanović,1165838.0,Mihailo Ivanović,Millwall,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Josh Coburn,1010009.0,Josh Coburn,Millwall,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC MILLWALL,Macaulay Langstaff,909908.0,Macaulay Langstaff,Millwall,700000.0,700000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Ivor Pandur,943212.0,Ivor Pandur,Hull City,3500000.0,3500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Dillon Phillips,377166.0,Dillon Phillips,Hull City,250000.0,250000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Charlie Hughes,1138398.0,Charlie Hughes,Hull City,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Paddy McNair,592876.0,Paddy McNair,Hull City,2800000.0,2800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,John Egan,100578.0,John Egan,Hull City,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Semi Ajayi,307274.0,Semi Ajayi,Hull City,900000.0,900000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Akin Famewo,999810.0,Akin Famewo,Hull City,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Cathal McCarthy,1845232.0,Cathal McCarthy,Hull City,300000.0,300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Ryan Giles,931304.0,Ryan Giles,Hull City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Matty Jacob,990833.0,Matty Jacob,Hull City,400000.0,400000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Cody Drameh,991577.0,Cody Drameh,Hull City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Lewie Coyle,827587.0,Lewie Coyle,Hull City,1300000.0,1300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Toby Collyer,1084356.0,Toby Collyer,Hull City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Regan Slater,864474.0,Regan Slater,Hull City,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Amir Hadziahmetovic,795421.0,Amir Hadžiahmetović,Hull City,4200000.0,4200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,John Lundstram,149815.0,John Lundstram,Hull City,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Darko Gyabi,1067117.0,Darko Gyabi,Hull City,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Matt Crooks,140479.0,Matt Crooks,Hull City,700000.0,700000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Kieran Dowell,784503.0,Kieran Dowell,Hull City,600000.0,600000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Lewis Koumas,1403111.0,Lewis Koumas,Hull City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Liam Millar,902083.0,Liam Millar,Hull City,2800000.0,2800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Mohamed Belloumi,1125839.0,Mohamed Belloumi,Hull City,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,David Akintola,798676.0,Babajide David Akintola,Hull City,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Yu Hirakawa,1166844.0,Yu Hirakawa,Hull City,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Joe Gelhardt,945806.0,Joe Gelhardt,Hull City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Oli McBurnie,367228.0,Oliver McBurnie,Hull City,,4000000.0,İsimle structured Sofa takım dosyası + Excel PD (mevcut satır)
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,HULL CITY,Kyle Joseph,1015712.0,Kyle Joseph,Hull City,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Egil Selvik,798176.0,Egil Selvik,Watford,1300000.0,1300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Nathan Baxter,838612.0,Nathan Baxter,Watford,650000.0,650000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Saba Goglichidze,1126175.0,Saba Goglichidze,Watford,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Formose Mendy,982316.0,Formose Mendy,Watford,2200000.0,2200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Kévin Keben,1102504.0,Kévin Keben Biakolo,Watford,1600000.0,1600000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Mattie Pollock,959208.0,Matthew Pollock,Watford,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,James Abankwah,1127232.0,James Abankwah,Watford,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Stephen Mfuni,1402791.0,Stephen Mfuni,Watford,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Marc Bola,862083.0,Marc Bola,Watford,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Jeremy Ngakia,991595.0,Jeremy Ngakia,Watford,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Jérémy Petris,910937.0,Jeremy Petris,Watford,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Pierre Ekwah,996908.0,Pierre Ekwah,Watford,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Nampalys Mendy,123166.0,Nampalys Mendy,Watford,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Hector Kyprianou,987346.0,Hector Kyprianou,Watford,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Imrân Louza,965943.0,Imrân Louza,Watford,14000000.0,14000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Edoardo Bove,986352.0,Edoardo Bove,Watford,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Edo Kayembe,917305.0,Edo Kayembe,Watford,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Pierre Dwomoh,996993.0,Pierre Dwomoh,Watford,2200000.0,2200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Giorgi Chakvetadze,858191.0,Giorgi Chakvetadze,Watford,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Kwadwo Baah,998357.0,Kwadwo Baah,Watford,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Rocco Vata,1149235.0,Rocco Vata,Watford,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Nestory Irankunda,1144687.0,Nestory Irankunda,Watford,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Othmane Maamma,1515917.0,Othmane Maamma,Watford,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Luca Kjerrumgaard,1127789.0,Luca Kjerrumgaard,Watford,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Mamadou Doumbia,1542789.0,Mamadou Doumbia,Watford,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC WATFORD,Vivaldo Semedo,1414275.0,Vivaldo,Watford,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Radek Vítek,1101989.0,Radek Vitek,Bristol City,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Joe Lumley,591620.0,Joe Lumley,Bristol City,450000.0,450000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Noah Eile,962050.0,Noah Eile,Bristol City,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Rob Atkinson,920518.0,Robert Atkinson,Bristol City,,3000000.0,İsimle structured Sofa takım dosyası + Excel PD (mevcut satır)
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Rob Dickie,802697.0,Robert Dickie,Bristol City,,2300000.0,İsimle structured Sofa takım dosyası + Excel PD (mevcut satır)
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Neto Borges,920008.0,Neto Borges,Bristol City,2600000.0,2600000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Cameron Pring,909763.0,Cameron Pring,Bristol City,2200000.0,2200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Ross McCrorie,795828.0,Ross McCrorie,Bristol City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,George Tanner,927367.0,George Tanner,Bristol City,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Adam Randell,964115.0,Adam Randell,Bristol City,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Jason Knight,958918.0,Jason Knight,Bristol City,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Max Bird,906287.0,Max Bird,Bristol City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Joe Williams,784501.0,Joe Williams,Bristol City,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Sam Morsy,108515.0,Sam Morsy,Bristol City,400000.0,400000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Tomi Horvat,906698.0,Tomi Horvat,Bristol City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Mark Sykes,560196.0,Mark Sykes,Bristol City,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Scott Twine,839416.0,Scott Twine,Bristol City,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,George Earthy,1212165.0,George Earthy,Bristol City,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Delano Burgzorg,914276.0,Delano Burgzorg,Bristol City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Sam Bell,1093053.0,Sam Bell,Bristol City,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Emil Riis,920597.0,Emil Riis Jacobsen,Bristol City,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,BRISTOL CITY,Sinclair Armstrong,958056.0,Sinclair Armstrong,Bristol City,2200000.0,2200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Arthur Okonkwo,1109561.0,Arthur Okonkwo,Wrexham,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Danny Ward,197428.0,Danny Ward,Wrexham,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Callum Doyle,1090508.0,Callum Doyle,Wrexham,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Max Cleworth,1002181.0,Max Cleworth,Wrexham,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Zak Vyner,829186.0,Zak Vyner,Wrexham,3500000.0,3500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Dominic Hyam,802719.0,Dominic Hyam,Wrexham,2500000.0,2500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Lewis Brunt,994562.0,Lewis Brunt,Wrexham,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Dan Scarr,824751.0,Dan Scarr,Wrexham,350000.0,350000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Liberato Cacace,905264.0,Liberato Cacace,Wrexham,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Issa Kaboré,1006189.0,Issa Kaboré,Wrexham,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Ryan Barnett,864424.0,Ryan Barnett,Wrexham,700000.0,700000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Ben Sheaf,789229.0,Ben Sheaf,Wrexham,7500000.0,7500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,George Dobson,788240.0,George Dobson,Wrexham,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Lewis O'Brien,920936.0,Lewis O'Brien,Wrexham,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,George Thomason,1014623.0,George Thomason,Wrexham,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Oliver Rathbone,842141.0,Oliver Rathbone,Wrexham,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Matty James,54331.0,Matty James,Wrexham,200000.0,200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Ryan Longman,991569.0,Ryan Longman,Wrexham,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Josh Windass,340621.0,Josh Windass,Wrexham,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Nathan Broadhead,911710.0,Nathan Broadhead,Wrexham,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Bailey Cadamarteri,1423747.0,Bailey Cadamarteri,Wrexham,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Kieffer Moore,298366.0,Kieffer Moore,Wrexham,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,AFC WREXHAM,Davis Keillor-Dunn,881396.0,Davis Keillor-Dunn,Wrexham,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
